tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	description	url
tracking-3091	nisihara	西原 秀典	"Nishihara,Hidenori"	Functional Divergence in Solute Permeability between Ray-Finned Fish-Specific Paralogs of aqp10.	"Genki Imaizumi,Kazutaka Ushio,Hidenori Nishihara,Ingo Braasch,Erika Watanabe,Shiori Kumagai,Tadaomi Furuta,Koji Matsuzaki,Michael F Romero,Akira Kato,Ayumi Nagashima"		Genome biology and evolution	16			2023/11/22	INTERNATIONAL	38039384	10.1093/gbe/evad221		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38039384&retmode=xml
tracking-3091	nisihara	西原 秀典	"Nishihara,Hidenori"	Kangaroo endogenous retrovirus (KERV) forms megasatellite DNA with a simple repetition pattern in which the provirus structure is retained	"Akihiko Koga, Hidenori Nishihara, Hideyuki Tanabe, Rieko Tanaka, Rika Kayano, Shinya Matsumoto, Taiki Endo, Kornsorn Srikulnath, Rachel J O'Neill"		Virology	586		56-66	2023/9/1	INTERNATIONAL	37487326			
tracking-3097	takahisa-u	上野 尚久	"UENO,Takahisa"	Rapid seasonal changes in phenotypes in a wild Drosophila population.	"Takahisa Ueno,Akiko Takenoshita,Kaiya Hamamichi,Mitsuhiko P Sato,Yuma Takahashi"		Scientific reports	13		21940	2023/10/11	DOMESTIC	38114661	10.1038/s41598-023-48571-x		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38114661&retmode=xml
tracking-3104	lsfb_sk	白根 共太	"Shirane,Kyota"	作成中：BPC によるマウス胎仔脳の発現遺伝子変動	作成中		作成中					INTERNATIONAL				
tracking-3105	k-ichiyanagi	一柳 健司	"Ichiyanagi,Kenji"	"Mouse retrotransposons: sequence structure, evolutionary age, genomic distribution and function."	"Masaki Kawase,Kenji Ichiyanagi"		Genes & genetic systems	98		337-351	2024/2/13	DOMESTIC	37989301	10.1266/ggs.23-00221		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37989301&retmode=xml
tracking-3106	tk6	菊地 泰生	"Kikuchi,Taisei"	Syntenic relationship of chromosomes in Strongyloides species and Rhabditophanes diutinus based on the chromosome-level genome assemblies.	"Asuka Kounosu,Simo Sun,Yasunobu Maeda,Mehmet Dayi,Akemi Yoshida,Haruhiko Maruyama,Vicky Hunt,Asako Sugimoto,Taisei Kikuchi"		"Philosophical transactions of the Royal Society of London. Series B, Biological sciences"	379		20220446	2023/11/28	DOMESTIC	38008120	10.1098/rstb.2022.0446		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38008120&retmode=xml
tracking-3109	kfuku	福島 健児	"Fukushima,Kenji"	Subgenome dominance shapes novel gene evolution in the decaploid pitcher plant Nepenthes gracilis	"Franziska Saul,  Mathias Scharmann,  Takanori Wakatake,  Sitaram Rajaraman,  Andre Marques,  Matthias Freund,  Gerhard Bringmann,  Louisa Channon,  Dirk Becker,  Emily Carroll,  Yee Wen Low,  Charlotte Lindqvist,  Kadeem J. Gilbert,  Tanya Renner,  Sachiko Masuda,  Michaela Richter,  Gerd Vogg,  Ken Shirasu,  Todd P. Michael,  Rainer Hedrich,  Victor A. Albert,  and  Kenji Fukushima"		Nature Plants	9	12	2000-2015	2023/12/9	INTERNATIONAL	37996654	10.1038/s41477-023-01562-2		https://www.nature.com/articles/s41477-023-01562-2
tracking-3121	murotomohiro	室 智大	"MURO,TOMOHIRO"	無し	無し		無し					INTERNATIONAL				
tracking-3122	km-nig	三宅 浩太郎	"Miyake,Kotaro"	"A cancer-associated METTL14 mutation induces aberrant m6A modification, affecting tumor growth."	"Kotaro Miyake,Pedro Henrique Costa Cruz,Izumi Nagatomo,Yuki Kato,Daisuke Motooka,Shingo Satoh,Yuichi Adachi,Yoshito Takeda,Yukio Kawahara,Atsushi Kumanogoh"		Cell reports	42		112688	2022/1/26	DOMESTIC	37355987	10.1016/j.celrep.2023.112688		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37355987&retmode=xml
tracking-3123	ykawai	河合 洋介	"Kawai,Yosuke"	Exploring the genetic diversity of the Japanese population: Insights from a large-scale whole genome sequencing analysis.	"Yosuke Kawai,Yusuke Watanabe,Yosuke Omae,Reiko Miyahara,Seik-Soon Khor,Eisei Noiri,Koji Kitajima,Hideyuki Shimanuki,Hiroyuki Gatanaga,Kenichiro Hata,Kotaro Hattori,Aritoshi Iida,Hatsue Ishibashi-Ueda,Tadashi Kaname,Tatsuya Kanto,Ryo Matsumura,Kengo Miyo,Michio Noguchi,Kouichi Ozaki,Masaya Sugiyama,Ayako Takahashi,Haruhiko Tokuda,Tsutomu Tomita,Akihiro Umezawa,Hiroshi Watanabe,Sumiko Yoshida,Yu-Ichi Goto,Yutaka Maruoka,Yoichi Matsubara,Shumpei Niida,Masashi Mizokami,Katsushi Tokunaga"		PLoS genetics	19		e1010625	2023/1/21	DOMESTIC	38060463	10.1371/journal.pgen.1010625		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38060463&retmode=xml
tracking-3144	kino	木下 恭兵	"Kinoshita,Kyouhei"	Acute irradiation causes a long-term disturbance in the heterogeneity and gene expression profile of medullary thymic epithelial cells	"Kenta Horie, Kano Namiki, Kyouhei Kinoshita, Maki Miyauchi, Tatsuya Ishikawa, Mio Hayama, Yuya Maruyama, Naho Hagiwara, Takahisa Miyao, Shigeo Murata, Tetsuya J. Kobayashi, Nobuko Akiyama, Taishin Akiyama"		Frontiers in Immunology					INTERNATIONAL				
tracking-3159	toshi3361	高井 俊之	"Takai,Toshiyuki"	Potential of rice tillering for sustainable food production	Toshiyuki Takai		Journal of Experimental Botany	75	3	708-720	2024/2/2	INTERNATIONAL		https://doi.org/10.1093/jxb/erad422		
tracking-3160	ktomonari226	友成 航平	"TOMONARI,KOHEI"	日本国内より分離された Helicobacter pylori の集団構造解析	"友成 航平, Saruuljavkhlan Batsaikhan, Ricky Indra Alfaray, Kartika Afrida Fauzia, 松成  修, 赤田 純子, 松本  昂, 珍田 大輔, 下山  克, 金城  渚, 金城  徹, 金城 福則, 山岡 　生"		大分県医学会雑誌	29		99-107	2023/3/1	DOMESTIC				
tracking-3161	yasumotoshuhei	安本 周平	"Yasumoto,Shuhei"	Foreign DNA detection in genome-edited potatoes by high-throughput sequencing.	"Shuhei Yasumoto,Toshiya Muranaka"		Scientific reports	13		12246	2023/8/9	INTERNATIONAL	37558681	10.1038/s41598-023-38897-x		https://www.nature.com/articles/s41598-023-38897-x
tracking-3162	mnemoto	根本 理子	"Nemoto,Michiko"	Nuclear Transformation of the Marine Pennate Diatom Nitzschia sp. Strain NIES-4635 by Multi-Pulse Electroporation.	"Koki Okada,Yu Morimoto,Yukine Shiraishi,Takashi Tamura,Shigeki Mayama,Takashi Kadono,Masao Adachi,Kentaro Ifuku,Michiko Nemoto"		"Marine biotechnology (New York, N.Y.)"	25		1208-1219	2023/9/5	DOMESTIC	38071657	10.1007/s10126-023-10273-w		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38071657&retmode=xml
tracking-3165	yasui	安井 康夫	"Yasui,Yasuo"	Phosphate starvation response precedes abscisic acid response under progressive mild drought in plants.	"Yukari Nagatoshi,Kenta Ikazaki,Yasufumi Kobayashi,Nobuyuki Mizuno,Ryohei Sugita,Yumiko Takebayashi,Mikiko Kojima,Hitoshi Sakakibara,Natsuko I Kobayashi,Keitaro Tanoi,Kenichiro Fujii,Junya Baba,Eri Ogiso-Tanaka,Masao Ishimoto,Yasuo Yasui,Tetsuji Oya,Yasunari Fujita"		Nature communications	14		5047	2022/9/2	DOMESTIC	37598175	10.1038/s41467-023-40773-1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37598175&retmode=xml
tracking-3165	yasui	安井 康夫	"Yasui,Yasuo"	Genome sequencing reveals the genetic architecture of heterostyly and domestication history of common buckwheat.	"Jeffrey A Fawcett,Ryoma Takeshima,Shinji Kikuchi,Euki Yazaki,Tomoyuki Katsube-Tanaka,Yumei Dong,Meifang Li,Harriet V Hunt,Martin K Jones,Diane L Lister,Takanori Ohsako,Eri Ogiso-Tanaka,Kenichiro Fujii,Takashi Hara,Katsuhiro Matsui,Nobuyuki Mizuno,Kazusa Nishimura,Tetsuya Nakazaki,Hiroki Saito,Naoko Takeuchi,Mariko Ueno,Daiki Matsumoto,Miyu Norizuki,Kenta Shirasawa,Chengyun Li,Hideki Hirakawa,Tatsuya Ota,Yasuo Yasui"		Nature plants	9		1236-1251	2023/1/26	DOMESTIC	37563460	10.1038/s41477-023-01474-1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37563460&retmode=xml
tracking-3165	yasui	安井 康夫	"Yasui,Yasuo"	Development and chromosomal characterization of interspecific hybrids between common buckwheat (Fagopyrum esculentum) and a related perennial species (F. cymosum).	"Mari Sugiyama,Miyu Norizuki,Shinji Kikuchi,Yasuo Yasui,Katsuhiro Matsui"		Breeding science	73		230-236	2022/7/22	DOMESTIC	37404347	10.1270/jsbbs.22063		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37404347&retmode=xml
tracking-3165	yasui	安井 康夫	"Yasui,Yasuo"	"Chromosome-scale genome assembly of a Japanese chili pepper landrace, Capsicum annuum 'Takanotsume'."	"Kenta Shirasawa,Munetaka Hosokawa,Yasuo Yasui,Atsushi Toyoda,Sachiko Isobe"		DNA research : an international journal for rapid publication of reports on genes and genomes	30			2022/9/30	DOMESTIC	36566389	10.1093/dnares/dsac052		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36566389&retmode=xml
tracking-3174	morimototaku	森本 拓也	"MORIMOTO,TAKUYA"	Characterization and phylogenetic analysis of the ancient Japanese grape cultivar 'Juraku’	"A. Itai, T. Morimoto, N. Yoshinaga, Y. Sasaki"		Acta Horticulturae					INTERNATIONAL				
tracking-3186	norihide	西山 典秀	"Nishiyama,Norihide"	無し	無し		無し					INTERNATIONAL				
tracking-3192	ayanosatoh	佐藤 あやの	"SATOH,AYANO"	Aromatic oil from lavender as an atopic dermatitis suppressant.	"Haruna Sato,Kosuke Kato,Mayuko Koreishi,Yoshimasa Nakamura,Yoshio Tsujino,Ayano Satoh"		PloS one	19		e0296408	2023/5/4	DOMESTIC	38181031	10.1371/journal.pone.0296408		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38181031&retmode=xml
tracking-3195	leek	李 謙一	"Lee,Kenichi"	Combined usage of serodiagnosis and O antigen typing to isolate Shiga toxin-producing Escherichia coli O76:H7 from a hemolytic uremic syndrome case and genomic insights from the isolate.	"Kenichi Lee,Atsushi Iguchi,Chikako Terano,Hiroshi Hataya,Junko Isobe,Kazuko Seto,Nozomi Ishijima,Yukihiro Akeda,Makoto Ohnishi,Sunao Iyoda,null null"		Microbiology spectrum	12		e0235523	2024/1/15	DOMESTIC	38092668	10.1128/spectrum.02355-23		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38092668&retmode=xml
tracking-3197	hinomoto	日本 典秀	"Hinomoto,Norihide"	無し	無し		無し					INTERNATIONAL				
tracking-3200	mkobays	小林 昌彦	"Kobayashi,Masahiko"	Targeting cis-regulatory elements of FOXO family is a novel therapeutic strategy for induction of leukemia cell differentiation.	"Kurayoshi K, Takase Y, Ueno M, Ohta K, Fuse K, Ikeda S, Watanabe T, Nishida Y, Horike SI, Hosomichi K, Ishikawa Y, Tadokoro Y, Kobayashi M, Kasahara A, Jing Y, Shoulkamy MI, Meguro-Horike M, Kojima K, Kiyoi H, Sugiyama H, Nagase H, Tajima A, Hirao A"		Cell Death Dis.				2023/9/29	INTERNATIONAL		10.1038/s41419-023-06168-2		
tracking-3206	meidai_ra	長谷川 純也	"Hasegawa,Junya"	なし	なし		なし					INTERNATIONAL				
tracking-3207	akiend1230	遠藤 明仁	"Endo,Akihito"	New gene markers for classification and quantification of Faecalibacterium spp. in the human gut.	"Hiroki Tanno,Jean-Marc Chatel,Rebeca Martin,Denis Mariat,Mitsuo Sakamoto,Masao Yamazaki,Seppo Salminen,Miguel Gueimonde,Akihito Endo"		FEMS microbiology ecology	99			2022/9/22	DOMESTIC	36990641	10.1093/femsec/fiad035		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36990641&retmode=xml
tracking-3207	akiend1230	遠藤 明仁	"Endo,Akihito"	Faecalibacterium hominis Liu et al. 2023 is a later heterotypic synonym of Faecalibacterium duncaniae Sakamoto et al. 2022.	"Mitsuo Sakamoto,Naomi Sakurai,Hiroki Tanno,Takao Iino,Moriya Ohkuma,Akihito Endo"		International journal of systematic and evolutionary microbiology	73			2023/8/14	DOMESTIC	37566461	10.1099/ijsem.0.005995		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37566461&retmode=xml
tracking-3207	akiend1230	遠藤 明仁	"Endo,Akihito"	Microbial composition and metabolic profiles during machine-controlled intra-factory fermentation of cocoa beans harvested in semitropical area of Japan.	"Hiroya Nishimura,Yuh Shiwa,Satoru Tomita,Akihito Endo"		"Bioscience of microbiota, food and health"	43		29-42	2023/5/10	DOMESTIC	38188660	10.12938/bmfh.2023-036		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38188660&retmode=xml
tracking-3208	junna-kawasaki	川崎 純菜	"Kawasaki,Junna"	Multiple recombination events between endogenous retroviral elements and feline leukemia virus.	"Minh Ha Ngo,Loai AbuEed,Junna Kawasaki,Naoki Oishi,Didik Pramono,Tohru Kimura,Masashi Sakurai,Kenji Watanabe,Yoichi Mizukami,Haruyo Ochi,Yukari Anai,Yuka Odahara,Daigo Umehara,Maki Kawamura,Shinya Watanabe,Ariko Miyake,Kazuo Nishigaki"		Journal of virology	98		e0140023	2024/1/19	INTERNATIONAL	38240589	10.1128/jvi.01400-23		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38240589&retmode=xml
tracking-3208	junna-kawasaki	川崎 純菜	"Kawasaki,Junna"	"Feline Foamy Virus Transmission in Tsushima Leopard Cats (Prionailurus bengalensis euptilurus) on Tsushima Island, Japan."	"Loai AbuEed,Isaac Makundi,Ariko Miyake,Junna Kawasaki,Chisa Minoura,Yushi Koshida,Kazuo Nishigaki"		Viruses	15			2023/2/9	DOMESTIC	37112816	10.3390/v15040835		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37112816&retmode=xml
tracking-3217	iplanass	PLANAS SITJA　 ISAAC	"ISAAC,PLANAS SITJA"	To disperse or compete? Coevolution of traits leads to a limited number of reproductive strategies	"Planas-Sitja, I., Monnin, T., Loeuille, N., & Cronin, A. L."		OIKOS					INTERNATIONAL		10.1111/oik.09972		
tracking-3221	tsuna8984	比嘉 綱己	"Higa,Tsunaki"	Ablation of p57+ Quiescent Cancer Stem Cells Suppresses Recurrence after Chemotherapy of Intestinal Tumors	Takeru Oka; Tsunaki Higa; Osamu Sugahara; Daisuke Koga; Shogo Nakayama; Keiichi I. Nakayama		Cancer Research					INTERNATIONAL			p57陽性細胞が大腸がんのがん幹細胞であることを発見した。大腸がんのsingle-cell RNA-seq解析に遺伝研スパコンを使用した。	
tracking-3222	hisayao	八尾 尚幸	"Yao,Hisayuki"	無し	無し		無し					INTERNATIONAL				
tracking-3223	kuroiwa	黒岩 麻里	"Kuroiwa,Asato"	"Chromosomal-level assembly of Tokudaia osimensis, Tokudaia tokunoshimensis, and Tokudaia muenninki genomes."	"Miki Okuno,Yuta Mochimaru,Kentaro Matsuoka,Takahiro Yamabe,Luisa Matiz-Ceron,Takamichi Jogahara,Atsushi Toyoda,Asato Kuroiwa,Takehiko Itoh"		Scientific data	10		927	2023/9/13	DOMESTIC	38129438	10.1038/s41597-023-02845-1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38129438&retmode=xml
tracking-3224	rli_ddbjhpc	岩崎 理紗	"Iwasaki,Risa"	無し	無し		無し					INTERNATIONAL				
tracking-3225	sho942ohno	大野 翔	"Ohno,Sho"	BpCYP76AD15 is involved in betaxanthin biosynthesis in bougainvillea callus.	"Sho Ohno,Rika Kokado,Rikako Makishima,Motoaki Doi"		Planta	258		47	2023/3/31	INTERNATIONAL	37474871	10.1007/s00425-023-04202-3		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37474871&retmode=xml
tracking-3646	shinono	小野 真一朗	"Ono,Shinichiro"	なし	なし		なし					INTERNATIONAL				
tracking-3228	txotaddbj	大田 竜也	"Ota,Tatsuya"	Genome sequencing reveals the genetic architecture of heterostyly and domestication history of common buckwheat.	"Jeffrey A Fawcett,Ryoma Takeshima,Shinji Kikuchi,Euki Yazaki,Tomoyuki Katsube-Tanaka,Yumei Dong,Meifang Li,Harriet V Hunt,Martin K Jones,Diane L Lister,Takanori Ohsako,Eri Ogiso-Tanaka,Kenichiro Fujii,Takashi Hara,Katsuhiro Matsui,Nobuyuki Mizuno,Kazusa Nishimura,Tetsuya Nakazaki,Hiroki Saito,Naoko Takeuchi,Mariko Ueno,Daiki Matsumoto,Miyu Norizuki,Kenta Shirasawa,Chengyun Li,Hideki Hirakawa,Tatsuya Ota,Yasuo Yasui"		Nature plants	9		1236-1251	2023/8/10	INTERNATIONAL	37563460	10.1038/s41477-023-01474-1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37563460&retmode=xml
tracking-3231	myoshida	吉田 真明	"Yoshida,Masaaki"	Complete genome sequence of a species of the genus Agarivorans from the Sea of Japan.	"Yuka Kawase,Masa-Aki Yoshida"		Microbiology resource announcements			e0123423	2024/2/15	DOMESTIC	38358244	10.1128/mra.01234-23		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38358244&retmode=xml
tracking-3231	myoshida	吉田 真明	"Yoshida,Masaaki"	Deep ocean water alters the cholesterol and mineral metabolism of squid Todarodes pacificus and suppresses its weight loss.	"Kaito Hatano,Masa-Aki Yoshida,Jun Hirayama,Yoichiro Kitani,Atsuhiko Hattori,Shouzo Ogiso,Yukina Watabe,Toshio Sekiguchi,Yoshiaki Tabuchi,Makoto Urata,Kyoko Matsumoto,Akihiro Sakatoku,Ajai K Srivastav,Kenji Toyota,Hajime Matsubara,Nobuo Suzuki"		Scientific reports	13		7591	2023/1/12	DOMESTIC	37164992	10.1038/s41598-023-34443-x		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37164992&retmode=xml
tracking-3232	kokajit	小鍛治　 俊也	"Kokaji,Toshiya"	無し	無し		無し					INTERNATIONAL				
tracking-3242	shizu-gene-rm	森内 良太	"Moriuchi,Ryota"	無し	無し		無し					INTERNATIONAL				
tracking-3248	nishida-75	西田 奈央	"NISHIDA,NAO"	Prediction Model with HLA-A*33:03 Reveals Number of Days to Develop Liver Cancer from Blood Test	"Nishida N, Ohashi J, Suda G, Chiyoda T, Tamaki N, Tomiyama T, Ogasawara S, Sugiyama M, Kawai Y, Khor SS, Nagasaki M, Fujimoto A, Tsuchiura T, Ishikawa M, Matsuda K, Yano H, Yoshizumi T, Izumi N, Hasegawa K, Sakamoto N, Mizokami M, Tokunaga K."		Int J Mol Sci.	24	13	4761	2023/3/1	INTERNATIONAL	36902191	10.3390/ijms24054761		
tracking-3251	a0009225	晝間 敬	"HIRUMA,KEI"	A fungal sesquiterpene biosynthesis gene cluster critical for mutualist-pathogen transition in Colletotrichum tofieldiae	"Kei Hiruma  1   2 , Seishiro Aoki  3 , Junya Takino  4 , Takeshi Higa  5 , Yuniar Devi Utami  5 , Akito Shiina  5 , Masanori Okamoto  6 , Masami Nakamura  5 , Nanami Kawamura  7 , Yoshihiro Ohmori  8 , Ryohei Sugita  9 , Keitaro Tanoi  8 , Toyozo Sato  10 , Hideaki Oikawa  11 , Atsushi Minami  4 , Wataru Iwasaki  3 , Yusuke Saijo  7"		Nature Communications				2023/9/6	INTERNATIONAL		https://doi.org/10.1038/s41467-023-40867-w		
tracking-3257	bono	坊農 秀雅	"Bono,Hidemasa"	Long-read genome assembly of the Japanese parasitic wasp Copidosoma floridanum (Hymenoptera: Encyrtidae)	"Kouhei Toga, Takuma Sakamoto, Miyuki Kanda, Keita Tamura, Keisuke Okuhara, Hiroko Tabunoki, Hidemasa Bono "		bioRxiv					INTERNATIONAL		https://doi.org/10.1101/2023.09.24.559078		
tracking-3263	bonohu	坊農 秀雅	"Bono,Hidemasa"	Long-read genome assembly of the Japanese parasitic wasp Copidosoma floridanum (Hymenoptera: Encyrtidae)	"Kouhei Toga, Takuma Sakamoto, Miyuki Kanda, Keita Tamura, Keisuke Okuhara, Hiroko Tabunoki, Hidemasa Bono"		bioRxiv					INTERNATIONAL		https://doi.org/10.1101/2023.09.24.559078		
tracking-3267	mem-harada	原田 亮	"HARADA,RYO"	AtLASS: A scheme for end-to-end prediction of splice sites using attention-based bi-LSTM.	"Ryo Harada, Keitaro Kume, Kazumasa Horie, Takuro Nakayama, Yuji Inagaki, Toshiyuki Amagasa"		IPSJ Transactions on Bioinformatics					INTERNATIONAL		doi.org/10.2197/ipsjtbio.16.20		
tracking-3267	mem-harada	原田 亮	"HARADA,RYO"	Gleaning Euglenozoa-specific DNA polymerases in public single-cell transcriptome data.	"Ryo Harada, Yuji Inagaki"		Protist	174		125997	2023/9/15	DOMESTIC	38039844	10.1016/j.protis.2023.125997		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38039844&retmode=xml
tracking-3267	mem-harada	原田 亮	"HARADA,RYO"	Encyclopedia of Family A DNA Polymerases Localized in Organelles: Evolutionary Contribution of Bacteria Including the Proto-Mitochondrion.	"Ryo Harada,Yoshihisa Hirakawa,Akinori Yabuki,Eunsoo Kim,Euki Yazaki,Ryoma Kamikawa,Kentaro Nakano,Marek Elia?,Yuji Inagaki"		Molecular biology and evolution	41			2023/8/29	DOMESTIC	38271287	10.1093/molbev/msae014		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38271287&retmode=xml
tracking-3273	yoshizawa-nk	吉沢 直子	"Yoshizawa,Naoko"	なし	なし		なし					INTERNATIONAL				
tracking-3274	yoshi-tanaka	田中 義行	"tanaka,yoshiyuki"	"An evolutionary view of vanillylamine synthase pAMT, a key enzyme of capsaicinoid biosynthesis pathway in chili pepper."	"Hirokazu Kusaka,Saika Nakasato,Kaori Sano,Kenji Kobata,Sho Ohno,Motoaki Doi,Yoshiyuki Tanaka"		The Plant journal : for cell and molecular biology				2023/11/3	DOMESTIC	38117481	10.1111/tpj.16573		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38117481&retmode=xml
tracking-3281	iwasakit-path	イワサキ タケシ	"IWASAKI,TAKESHI"	Clinical significance of the expression of FOXP3 and TIGIT in Merkel cell carcinoma.	"Takeshi Iwasaki,Kazuhiko Hayashi,Michiko Matsushita,Daisuke Nonaka,Takamasa Matsumoto,Midori Taniguchi,Satoshi Kuwamoto,Yoshihisa Umekita,Yoshinao Oda"		Scientific reports	13		13114	2023/1/17	DOMESTIC	37573372	10.1038/s41598-023-40050-7		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37573372&retmode=xml
tracking-3282	satomits	三橋 里美	"Mitsuhashi,Satomi"	Cost-effective Cas9-mediated targeted sequencing of Spinocerebellar ataxia repeat expansions	"Keiji Tachikawa, Takahiro Shimizu, Takeshi Imai, Riyoko Ko, Yosuke Kawai, Yosuke Omae, Katsushi Tokunaga, Martin C Frith, Yoshihisa Yamano, Satomi Mitsuhashi"		The Journal of Molecular Diagnostics					INTERNATIONAL				
tracking-3283	satomits	三橋 里美	"Mitsuhashi,Satomi"	Large-Scale Whole-Genome Analysis of HTLV-1?Associated Myelopathy Identified Hereditary Spastic Paraplegias	"Naoki Takao, Naoko Yagishita, Natsumi Araya, Satoko Aratani, Junji Yamauchi, Katsunori Takahashi, Yasuo Kunitomo, Tomoo Sato, Masahiro Nakamori, Yosuke Kawai, Yosuke Omae, Katsushi Tokunaga, Fumihiko Matsuda, Satomi Mitsuhashi, Yoshihisa Yamano"		Neurology Genetics					INTERNATIONAL				
tracking-3285	ashizawa	芦澤 祐治	"Yuji,Ashizawa"	  	 		 					INTERNATIONAL				
tracking-3286	wheatlab	松岡 由浩	"Matsuoka,Yoshihiro"	na	na		na					INTERNATIONAL			報告できる成果等ございません。	
tracking-3288	nhanahara0315	　花原 望	"Hanahara,Nozomi"	Frontiers in Cell and Developmental Biology	"Masaya Morita, Seiya Kitanobo, Shun Ohki, Kogiku Shiba and Kazuo Inaba"		Frontiers in Cell and Developmental Biology					INTERNATIONAL		DOI 10.3389/fcell.2023.1171495		
tracking-3294	mnakayama	中山 真紀子	"Nakayama,Makiko"	無	無		無					INTERNATIONAL				
tracking-3298	weed	岩上 哲史	"Iwakami,Satoshi"	Transcriptionally linked simultaneous overexpression of P450 genes for broad-spectrum herbicide resistance.	"Hiroe Suda,Tomomi Kubo,Yusuke Yoshimoto,Keisuke Tanaka,Satoru Tanaka,Akira Uchino,Satoshi Azuma,Makoto Hattori,Takuya Yamaguchi,Masahiro Miyashita,Tohru Tominaga,Satoshi Iwakami"		Plant physiology	192		3017-3029	2022/11/2	DOMESTIC	37195199	10.1093/plphys/kiad286		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37195199&retmode=xml
tracking-3298	weed	岩上 哲史	"Iwakami,Satoshi"	Syntenic analysis of ACCase loci and target-site-resistance mutations in cyhalofop-butyl resistant Echinochloa crus-galli var. crus-galli in Japan	"Satoshi Iwakami, Hinata Ishizawa, Kai Sugiura, Keisuke Kashiwagi, Toshiya Oga, Shota Niwayama, Akira Uchino "		Pest Management Science	80	2	627-636	2024/2/1	INTERNATIONAL	37743410	10.1002/ps.7789		https://onlinelibrary.wiley.com/doi/10.1002/ps.7789
tracking-3305	shimadai803	山口 陽子	"Yamaguchi,Yoko"	Phylogenetic and functional properties of hagfish neurohypophysial hormone receptors distinct from their jawed vertebrate counterparts	"Yoko Yamaguchi, Wataru Takagi, Hiroyuki Kaiya, Norifumi Konno, Masa-Aki Yoshida, Shigehiro Kuraku, Susumu Hyodo"		General and Comparative Endocrinology	336		114257	2023/5/15	INTERNATIONAL	36868365	10.1016/j.ygcen.2023.114257		https://www.sciencedirect.com/science/article/pii/S001664802300062X
tracking-3340	kamimukai	上向井 美佐	"Kamimukai,Misa"	無し	無し		無し					INTERNATIONAL				
tracking-3344	dvn-hkz	廣田 主樹	"HIROTA,KAZUKI"	Comparative proteomics of the shell matrix proteins of Nautilus pompilius and the conchiferans provide insights into mollusk shell evolution at the molecular level	"Hirota K, Tochino N, Seto M, Sasaki T, Yoshida MA, Setiamarga DH"	"廣田, 栩野, 瀬戸, 佐々木, 吉田, スティアマルガ"	Marine Biology	170	9	160	2023/7/14	INTERNATIONAL		https://doi.org/10.1007/s00227-023-04244-x		https://link.springer.com/article/10.1007/s00227-023-04244-x
