tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	
tracking-951	nzmutou	武藤 望生	"Muto,Nozomu"	"Allopatric origin, secondary contact and subsequent isolation of sympatric rockfishes (Sebastidae: Sebastes) in the north-western Pacific"	"Nozomu Muto, Yoshiaki Kai "		Biological Journal of the Linnean Society	138	1	37-50	2023-01-01	DOMESTIC		https://doi.org/10.1093/biolinnean/blac135	
tracking-846	takezaki	竹崎 直子	"Takezaki,Naoko"	Resolving the Early Divergence Pattern of Teleost Fish Using Genome-Scale Data	Naoko Takezaki	竹崎直子	Genome Biology and Evolution	13	5	1-16	2021-05-07	INTERNATIONAL	33739405	10.1093/gbe/evab052	
tracking-856	yu57th	杉原 優	"Sugihara,Yu"	Genome Analysis Revives a Forgotten Hybrid Crop Edo-dokoro in the Genus Dioscorea	"Satoshi Natsume, Yu Sugihara, Aoi Kudoh, Kaori Oikawa, Motoki Shimizu, Yuko Ishikawa, Masahiro Nishihara, Akira Abe, Hideki Innan, and Ryohei Terauchi"		Plant Cell Physiol. 					DOMESTIC	35876055		
tracking-857	iwakiri	岩切 淳一	"Iwakiri,Junichi"	Remarkable improvement in detection of readthrough downstream-of-gene transcripts by semi-extractable RNA-sequencing	"Junichi Iwakiri, Kumiko Tanaka, Takeshi Chujo, Tomohiro Yamazaki, Goro Terai, Kiyoshi Asai,  Tetsuro Hirose"		RNA	29	2	170-177	2023-02-01	INTERNATIONAL	36384963	10.1261/rna.079469.122	
tracking-857	iwakiri	岩切 淳一	"Iwakiri,Junichi"	DDX41 coordinates RNA splicing and transcriptional elongation to prevent DNA replication stress in hematopoietic cells	"Satoru Shinriki, Mayumi Hirayama, Akiko Nagamachi, Akihiko Yokoyama, Takeshi Kawamura, Akinori Kanai, Hidehiko Kawai, Junichi Iwakiri, Rin Liu, Manabu Maeshiro, Saruul Tungalag, Masayoshi Tasaki, Mitsuharu Ueda, Kazuhito Tomizawa, Naoyuki Kataoka, Takashi Ideue, Yutaka Suzuki, Kiyoshi Asai, Tokio Tani, Toshiya Inaba, Hirotaka Matsui"		Leukemia	36	11	2605-2620	2022-11-01	INTERNATIONAL	36229594	10.1038/s41375-022-01708-9	
tracking-857	iwakiri	岩切 淳一	"Iwakiri,Junichi"	大規模配列データにより加速するノンコーディングRNA研究	岩切 淳一		JSBi Bioinformatics Review	3	1	1-10	2022-06-02	DOMESTIC		10.11234/jsbibr.2022.primer1	
tracking-858	iida-kenji	飯田 憲司	"IIDA,KENJI"	なし	なし		なし					DOMESTIC			
tracking-865	imai0405	今井 篤	"Imai,Atsushi"	成果なし	成果なし		成果なし					DOMESTIC			
tracking-870	ayanosatoh	佐藤 あやの	"SATOH,AYANO"	Fucosyltransferase 8 (FUT8) and core fucose expression in oxidative stress response	"Yuki M Kyunai, Mika Sakamoto, Mayuko Koreishi, Yoshio Tsujino, Ayano Satoh"		PLoS One					DOMESTIC	36780470		
tracking-871	iksuzuki	鈴木 郁夫	"Suzuki,Ikuo"	36334595	"Roxane Van Heurck, J?r?me Bonnefont, Marta Wojno, Ikuo K Suzuki, Fausto D Velez-Bravo, Emir Erkol, Dan Truc Nguyen, Ad?le Herpoel, Ang?line Bilheu, Sofie Beckers, Catherine Ledent, Pierre Vanderhaeghen"		Neuron	111	1	65-80		DOMESTIC	36334595		
tracking-871	iksuzuki	鈴木 郁夫	"Suzuki,Ikuo"	The tyrosine capsid mutations on retrograde adeno-associated virus accelerates gene transduction efficiency	"Ryota Nakahama, Aika Saito, Sensho Nobe, Kazuya Togashi, Ikuo K Suzuki, Akira Uematsu, Kazuo Emoto"		Molecular Brain	15	1	70		DOMESTIC			
tracking-871	iksuzuki	鈴木 郁夫	"Suzuki,Ikuo"	Evolutionary innovations of human cerebral cortex viewed through the lens of high‐throughput sequencing	Ikuo K. Suzuki		Developmental Neurobiology	82	6	476-494		DOMESTIC			
tracking-871	iksuzuki	鈴木 郁夫	"Suzuki,Ikuo"	Subcellular mRNA localization and local translation of Arhgap11a in radial glial progenitors regulates cortical development	"Louis-Jan Pilaz, Kaumudi Joshi, Jing Liu, Yuji Tsunekawa, Fernando C Alsina, Sahil Sethi, Ikuo K Suzuki, Pierre Vanderhaeghen, Franck Polleux, Debra L Silver"		Neuron	111	6	839-856.E5		DOMESTIC			
tracking-875	s-saiga	齊賀 空知	"Saiga,Sorachi"	NGS-based genome wide association study helps to develop co-dominant marker for the physical map-based locus of PFRU controlling flowering in cultivated octoploid strawberry.	Sorachi Saiga	齊賀　空知	Euphytica					INTERNATIONAL		https://doi.org/10.1007/s10681-022-03132-7	
tracking-876	dbadmin	豊田 敦	"Toyoda,Atsushi"	Early embryonic mutations reveal dynamics of somatic and germ cell lineages in mice 	"Arikuni Uchimura, Hirotaka Matsumoto, Yasunari Satoh, Yohei Minakuchi, Sayaka Wakayama, Teruhiko Wakayama, Mayumi Higuchi, Masakazu Hashimoto, Ryutaro Fukumura, Atsushi Toyoda, Yoichi Gondo and Takeshi Yagi"		Genome Research				2022-05-09	INTERNATIONAL	35534232	10.1101/gr.276363.121 	
tracking-878	tkitano	北野 誉	"KITANO,TAKASHI"	Complete mitochondrial genomes of three fairy shrimps from snowmelt pools in Japan	"Takashi Kitano, Hidenori Sato, Norihito Takahashi, Seiki Igarashi, Yushi Hatanaka, Keiji Igarashi & Kazuo Umetsu "		BMC Zoology				2022-02-09	INTERNATIONAL			
tracking-881	yminakuc	水口 洋平	"Minakuchi,Yohei"	Early embryonic mutations reveal dynamics of somatic and germ cell lineages in mice 	"Arikuni Uchimura, Hirotaka Matsumoto, Yasunari Satoh, Yohei Minakuchi, Sayaka Wakayama, Teruhiko Wakayama, Mayumi Higuchi, Masakazu Hashimoto, Ryutaro Fukumura, Atsushi Toyoda, Yoichi Gondo and Takeshi Yagi"		Genome Research				2022-05-09	INTERNATIONAL	35534232	10.1101/gr.276363.121	
tracking-889	ayash	佐藤 綾	"Satoh,Aya"	De novo assembly and annotation of the mangrove cricket genome.	"Satoh A, Takasu M, Yano K, Terai Y"		BMC Research Notes					INTERNATIONAL	34627387		
tracking-895	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	Best Practices for Comprehensive Annotation of Neuropeptides of Gryllus bimaculatus	"Takako Mochizuki ,  Mika Sakamoto ,  Yasuhiro Tanizawa ,  Hitomi Seike ,  Zhen Zhu ,  Yi Jun Zhou , Keisuke Fukumura ,  Shinji Nagata ,  Yasukazu Nakamura"		Insects				2023-01-25	INTERNATIONAL		10.3390/insects14020121	
tracking-895	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	A highly contiguous genome assembly of red perilla (Perilla frutescens) domesticated in Japan.	"Keita Tamura ,  Mika Sakamoto ,  Yasuhiro Tanizawa ,  Takako Mochizuki ,  Shuji Matsushita ,  Yoshihiro Kato , Takeshi Ishikawa ,  Keisuke Okuhara ,  Yasukazu Nakamura ,  Hidemasa Bono"		DNA research				2022-11-16	INTERNATIONAL	36383440	10.1093/dnares/dsac044	
tracking-895	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	"Genome evolution of a nonparasitic secondary heterotroph, the diatom Nitzschia putrida."	"Ryoma Kamikawa ,  Takako Mochizuki ,  Mika Sakamoto ,  Yasuhiro Tanizawa ,  Takuro Nakayama ,  Ryo Onuma , Ugo Cenci ,  Daniel Moog ,  Samuel Speak ,  Krisztina Sarkozi ,  Andrew Toseland ,  Cock van Oosterhout , Kaori Oyama ,  Misako Kato ,  Keitaro Kume ,  Motoki Kayama ,  Tomonori Azuma ,  Ken-Ichiro Ishii , Hideaki Miyashita ,  Bernard Henrissat ,  Vincent Lombard ,  Joe Win ,  Sophien Kamoun ,  Yuichiro Kashiyama , Shigeki Mayama ,  Shin-Ya Miyagishima ,  Goro Tanifuji ,  Thomas Mock ,  Yasukazu Nakamura"		Science advances					INTERNATIONAL	35486731	10.1126/sciadv.abi5075	
tracking-895	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	"A novel species of lactic acid bacteria, Ligilactobacillus pabuli sp. nov., isolated from alfalfa silage."	"Masanori Tohno ,  Yasuhiro Tanizawa ,  Hiroyuki Sawada ,  Mitsuo Sakamoto ,  Moriya Ohkuma ,  Hisami Kobayashi"		International journal of systematic and evolutionary microbiology					INTERNATIONAL	36269574	10.1099/ijsem.0.005587	
tracking-898	sho942ohno	大野 翔	"Ohno,Sho"	A novel aldo-keto reductase gene is involved in 6'-deoxychalcone biosynthesis in dahlia (Dahlia variabilis)	"Sho Ohno, Haruka Yamada, Kei Maruyama, Ayumi Deguchi, Yasunari Kato, Mizuki Yokota, Fumi Tatsuzawa, Munetaka Hosokawa, Motoaki Doi"		Planta	256	3	47	2022-07-24	INTERNATIONAL	35871668	10.1007/s00425-022-03958-4	
tracking-899	ykato	加藤 有己	"Kato,Yuki"	Alignment of single-cell trajectory trees with CAPITAL	"Reiichi Sugihara, Yuki Kato, Tomoya Mori, and Yukio Kawahara"		Nature Communications	13		5972	2022-10-14	INTERNATIONAL		10.1038/s41467-022-33681-3	
tracking-900	seita	宮澤 清太	"MIYAZAWA,SEITA"	魚の体表模様の多様性を探る	宮澤 清太		科学	92	11	974-981	2022-11-01	DOMESTIC			
tracking-909	chuya-aori	新里 宙也	"Shinzato,Chuya"	"Genomic analysis of a reef-building coral, Acropora digitifera, reveals complex population structure and a migration network in the Nansei Islands, Japan."	"Kojin Tsuchiya,Yuna Zayasu,Yuichi Nakajima,Nana Arakaki,Go Suzuki,Noriyuki Satoh,Chuya Shinzato"		Molecular ecology	31		5270-5284	2022-06-04	DOMESTIC	36082782	10.1111/mec.16665	
tracking-909	chuya-aori	新里 宙也	"Shinzato,Chuya"	"Comparative genomics highlight the importance of lineage-specific gene families in evolutionary divergence of the coral genus, Montipora"	"Yuki Yoshioka, Go Suzuki , Yuna Zayasu, Hiroshi Yamashita, Chuya Shinzato"		BMC Ecology and Evolution					INTERNATIONAL	35624412	https://doi.org/10.1186/s12862-022-02023-8	
tracking-909	chuya-aori	新里 宙也	"Shinzato,Chuya"	"Larval transcriptomic responses of a stony coral, Acropora tenuis, during initial contact with the native symbiont, Symbiodinium microadriaticum"	"Yuki Yoshioka, Hiroshi Yamashita, Go Suzuki, Chuya Shinzato"		Scientific Reports					INTERNATIONAL	35190599	https://doi.org/10.1038/s41598-022-06822-3	
tracking-920	okishinya	沖 真弥	"Oki,Shinya"	Trans-ancestry genome-wide analysis of atrial fibrillation provides new insights into disease biology and enables polygenic prediction of cardioembolic risk	"Kazuo Miyazawa, Kaoru Ito, Masamichi Ito, Zhaonan Zou, Masayuki Kubota, Seitaro Nomura, Hiroshi Matsunaga, Satoshi Koyama, Hirotaka Ieki, Masato Akiyama, Yoshinao Koike, Ryo Kurosawa, Hiroki Yoshida, Kouichi Ozaki, Yoshihiro Onouchi, BioBank Japan Project, Atsushi Takahashi, Koichi Matsuda, Yoshinori Murakami, Hiroyuki Aburatani, Michiaki Kubo, Yukihide Momozawa, Chikashi Terao, Shinya Oki, Hiroshi Akazawa, Yoichiro Kamatani, Issei Komuro"		Nature Genetics					INTERNATIONAL	36653681	10.1038/s41588-022-01284-9	
tracking-922	fukunagatsu	福永 津嵩	"Fukunaga,Tsukasa"	LinAliFold and CentroidLinAliFold: fast RNA consensus secondary structure prediction for aligned sequences using beam search methods	"Tsukasa Fukunaga, Michiaki Hamada "		Bioinformatics Advances				2022-10-22	INTERNATIONAL	36699418		
tracking-922	fukunagatsu	福永 津嵩	"Fukunaga,Tsukasa"	Mirage 2.0: fast and memory-efficient reconstruction of gene-content evolution considering heterogeneous evolutionary patterns among gene families	"Tsukasa Fukunaga, Wataru Iwasaki"		Bioinformatics				2022-08-10	INTERNATIONAL	35771653		
tracking-924	kuniedat	國枝 武和	"Kunieda,Takekazu"	Stress-dependent cell stiffening by tardigrade tolerance proteins that reversibly form a filamentous network and gel	"Akihiro Tanaka,Tomomi Nakano,Kento Watanabe,Kazutoshi Masuda,Gen Honda,Shuichi Kamata,Reitaro Yasui,Hiroko Kozuka-Hata,Chiho Watanabe,Takumi Chinen,Daiju Kitagawa,Satoshi Sawai,Masaaki Oyama,Miho Yanagisawa,Takekazu Kunieda"		PLOS Biology	20	9	e3001780	2022-09-06	INTERNATIONAL	36067153	10.1371/journal.pbio.3001780	
tracking-935	tamurak	田村 啓太	"Tamura,Keita"	"Genome Sequence of the Edible Green Alga Ulva prolifera, Originating from the Yoshinogawa River in Japan"	"Keita Tamura, Hidemasa Bono"		Microbiology Resource Announcements	11	10	e0043022	2022-08-29	INTERNATIONAL	36036606	10.1128/mra.00430-22	
tracking-935	tamurak	田村 啓太	"Tamura,Keita"	A highly contiguous genome assembly of red perilla (Perilla frutescens) domesticated in Japan	"Keita Tamura, Mika Sakamoto, Yasuhiro Tanizawa, Takako Mochizuki, Shuji Matsushita, Yoshihiro Kato, Takeshi Ishikawa, Keisuke Okuhara, Yasukazu Nakamura, Hidemasa Bono"		DNA research	30	1	dsac044	2022-11-16	INTERNATIONAL	36383440	10.1093/dnares/dsac044	
tracking-936	kinoshita	木下 有羽	"Kinoshita,Yu"	Upregulation of tandem duplicated BoFLC1 genes is associated with the non-flowering trait in Brassica oleracea var. capitata	"Yu Kinoshita, Ko Motoki, Munetaka Hosokawa"		Theoretical and Applied Genetics	41			2023-03-10	INTERNATIONAL	36897379	https://doi.org/10.1007/s00122-023-04311-3	
tracking-939	saito-nig	齋藤 裕	"Saito,Yutaka"	AI and computational chemistry-accelerated development of an alotaketal analogue with conventional PKC selectivity.	"Jumpei Maki,Asami Oshimura,Chihiro Tsukano,Ryo C Yanagita,Yutaka Saito,Yasubumi Sakakibara,Kazuhiro Irie"		"Chemical communications (Cambridge, England)"	58	47	6693-6696	2022-05-25	INTERNATIONAL	35608215	10.1039/d2cc01759h	
tracking-939	saito-nig	齋藤 裕	"Saito,Yutaka"	"EvoOpt: an MSA-guided, fully unsupervised sequence optimization pipeline for protein design"	"Hideki Yamaguchi, Yutaka Saito"		"Machine Learning in Structural Biology Workshop, The 36th Conference on Neural Information Processing Systems (NeurIPS 2022)"					INTERNATIONAL			
tracking-939	saito-nig	齋藤 裕	"Saito,Yutaka"	 Selection of target-binding proteins from the information of weakly enriched phage display libraries by deep sequencing and machine learning	"Tomoyuki Ito, Thuy Duong Nguyen, Yutaka Saito, Yoichi Kurumida, Hikaru Nakazawa, Sakiya Kawada, Hafumi Nishi, Koji Tsuda, Tomoshi Kameda, Mitsuo Umetsu"		mAbs	13	1	2168470	2023-01-10	INTERNATIONAL	36683172	10.1080/19420862.2023.2168470	
tracking-939	saito-nig	齋藤 裕	"Saito,Yutaka"	Engineering the substrate specificity of toluene degrading enzyme XylM using biosensor XylS and machine learning	"Yuki Ogawa, Yutaka Saito, Hideki Yamaguchi, Yohei Katsuyama, Yasuo Ohnishi"		ACS Synthetic Biology	12	2	572-582	2023-02-17	INTERNATIONAL	36734676	10.1021/acssynbio.2c00577	
tracking-939	saito-nig	齋藤 裕	"Saito,Yutaka"	深層学習によるタンパク質の機能予測と設計	齋藤 裕		生物工学会誌	100	11	589-592	2022-11-25	DOMESTIC		10.34565/seibutsukogaku.100.11_589	
tracking-947	w3oki	沖 真弥	"Oki,Shinya"	Trans-ancestry genome-wide analysis of atrial fibrillation provides new insights into disease biology and enables polygenic prediction of cardioembolic risk	"Kazuo Miyazawa, Kaoru Ito, Masamichi Ito, Zhaonan Zou, Masayuki Kubota, Seitaro Nomura, Hiroshi Matsunaga, Satoshi Koyama, Hirotaka Ieki, Masato Akiyama, Yoshinao Koike, Ryo Kurosawa, Hiroki Yoshida, Kouichi Ozaki, Yoshihiro Onouchi, BioBank Japan Project, Atsushi Takahashi, Koichi Matsuda, Yoshinori Murakami, Hiroyuki Aburatani, Michiaki Kubo, Yukihide Momozawa, Chikashi Terao, Shinya Oki, Hiroshi Akazawa, Yoichiro Kamatani, Issei Komuro"		Nature Genetics					DOMESTIC	36358786		
tracking-949	kubo-kento	久保 顕登	"Kubo,Kento"	Structure-based screening for functional non-coding RNAs in fission yeast identifies a factor repressing untimely initiation of sexual differentiation	"Yu Ono, Kenta Katayama, Tomoki Onuma, Kento Kubo, Hayato Tsuyuzaki, Michiaki Hamada, Masamitsu Sato"	大野 悠、片山 研太、大沼 友樹、久保 顕登、露崎 隼、浜田 道昭、佐藤 政充	Nucleic Acids Research	50	19	11229?11242	2022-10-28	INTERNATIONAL	36259651	10.1093/nar/gkac825	
tracking-963	kondopep08	近藤 文哉	"Kondo,Fumiya"	Genetic analysis of pungency deficiency in Japanese chili pepper ‘Shishito’ (Capsicum annuum) revealed its unique heredity and brought the discovery of two genetic loci involved with the reduction of pungency	"Fumiya Kondo, Koyuki Umeda, Sathya Prabandaka Sudasinghe, Moe Yamaguchi, Shintaro Aratani, Yui Kumanomido, Kazuhiro Nemoto, Atsushi J. Nagano, Kenichi Matsushima"		Molecular Genetics and Genomics	298		201-212	2022-11-14	INTERNATIONAL		https://doi.org/10.1007/s00438-022-01975-2	
tracking-963	kondopep08	近藤 文哉	"Kondo,Fumiya"	RNA sequencing in parthenocarpic chili pepper (Capsicum annuum) fruit reveals genes involved in transcriptional regulation of capsaicinoid biosynthesis genes responsible for the fluctuation of pungency	"Fumiya Kondo, Yui Kumanomido, Kazuhiro Nemoto, Kenichi Matsushima"		Scientia Horticulturae	306		111456	2022-12-15	INTERNATIONAL		https://doi.org/10.1016/j.scienta.2022.111456	
tracking-965	inutano	大田 達郎	"Ohta,Tazro"	Workflow sharing with automated metadata validation and test execution to improve the reusability of published workflows	"Hirotaka Suetake, Tsukasa Fukusato, Takeo Igarashi, Tazro Ohta"		GigaScience				2023-02-22	INTERNATIONAL	36810800	10.1093/gigascience/giad006	
tracking-967	biolum	別所 学	"Bessho,Manabu"	無し	無し		無し					DOMESTIC			
tracking-972	murotomohiro	室 智大	"MURO,TOMOHIRO"	Two Complete Genomes of Male-Killing Wolbachia Infecting Ostrinia Moth Species Illuminate Their Evolutionary Dynamics and Association with Hosts	"Tomohiro Muro, Hiroyuki Hikida, Takeshi Fujii, Takashi Kiuchi, Susumu Katsuma"	室 智大・疋田 弘之・藤井 毅・木内 隆史・勝間 進	Microbial Ecology				2023-02-22	INTERNATIONAL	36810610	10.1007/s00248-023-02198-7	
tracking-974	kailab-osakafbs	河口 真一	"Kawaguchi,Shinichi"	"The Tudor Domain-Containing Protein, Kotsubu (CG9925), Localizes to the Nuage and Functions in piRNA Biogenesis in D. melanogaster"	"Lin-Xenia Lim, Wakana Isshiki, Taichiro Iki, Shinichi Kawaguchi, Toshie Kai"		Front Mol Biosci					DOMESTIC	35425810		
tracking-978	takisuke	瀧 雄介	"Taki,Yusuke"	The Association Between Onset of Staphylococcal Non-menstrual Toxic Shock Syndrome With Inducibility of Toxic Shock Syndrome Toxin-1 Production	Yusuke Taki	瀧雄介	frontiers in Microbiology	13		765317	2022-05-14	INTERNATIONAL	35369432	10.3389/fmicb.2022.765317. eCollection 2022.	
tracking-979	nbdc-humandbs	駒居 聡	"Komai,Satoshi"	The NBDC-DDBJ imputation server facilitates the use of controlled access reference panel datasets in Japan.	"Hachiya T, Ishii M, Kawai Y, Khor SS, Kawashima M, Toyo-Oka L, Mitsuhashi N, Fukuda A, Kodama Y, Fujisawa T, Tokunaga K, Takagi T."		Hum Genome Var. 					DOMESTIC	36539398	doi: 10.1038/s41439-022-00225-6.	
tracking-981	nbdc-humandbs	駒居 聡	"Komai,Satoshi"	The NBDC-DDBJ imputation server facilitates the use of controlled access reference panel datasets in Japan.	"Hachiya T, Ishii M, Kawai Y, Khor SS, Kawashima M, Toyo-Oka L, Mitsuhashi N, Fukuda A, Kodama Y, Fujisawa T, Tokunaga K, Takagi T."		Hum Genome Var. 					DOMESTIC	36539398	doi: 10.1038/s41439-022-00225-6.	
tracking-984	su_lab_kato	加藤 貴範	"KATO,TAKANORI"	無し	無し		無し					DOMESTIC			
tracking-985	wheatlab	松岡 由浩	"Matsuoka,Yoshihiro"	該当なし	該当なし		該当なし					DOMESTIC			
tracking-987	tk6	菊地 泰生	"Kikuchi,Taisei"	"The compact genome of Caenorhabditis niphades n. sp., isolated from a wood-boring weevil, Niphades variegatus"	"Sun S, Kanzaki N, Dayi M, Maeda Y, Yoshida A, Tanaka R, Kikuchi T"		BMC genomics					DOMESTIC	36418933		
tracking-992	akudoh	工藤 葵	"Kudoh,Aoi"	Genome Analysis Revives a Forgotten Hybrid Crop Edo-dokoro in the Genus Dioscorea	"Satoshi Natsume, Yu Sugihara, Aoi Kudoh, Kaori Oikawa, Motoki Shimizu, Yuko Ishikawa, Masahiro Nishihara, Akira Abe, Hideki Innan, Ryohei Terauchi"		Plant and Cell Physiology					INTERNATIONAL		https://doi.org/10.1093/pcp/pcac109	
tracking-999	kuroda	黒田 真也	"Kuroda,Shinya"	In vivo transomic analyses of glucose-responsive metabolism in skeletal muscle reveal core differences between the healthy and obese states.	"Toshiya Kokaji, Miki Eto, Atsushi Hatano, Katsuyuki Yugi, Keigo Morita, Satoshi Ohno, Masashi Fujii, Ken-ichi Hironaka, Yuki Ito, Riku Egami, Saori Uematsu, Akira Terakawa, Yifei Pan, Hideki Maehara, Dongzi Li, Yunfan Bai, Takaho Tsuchiya, Haruka Ozaki, Hiroshi Inoue, Hiroyuki Kubota, Yutaka Suzuki, Akiyoshi Hirayama, Tomoyoshi Soga & Shinya Kuroda"		Sci Rep .	12	1	13719	2022-08-12	INTERNATIONAL	35962137	10.1038/s41598-022-17964-9	
tracking-1005	kazkusama	草間 和哉	"Kusama,Kazuya"	Toll-like receptor signaling pathway triggered by inhibition of serpin A1 stimulates production of inflammatory cytokines by endometrial stromal cells	"Kazuya Kusama, Ayaka Satoyoshi, Mana Azumi, Mikihiro Yoshie, Junya Kojima, Yumi Mizuno, Masanori Ono, Hirotaka Nishi, Takeshi Kajihara, Kazuhiro Tamura"		Frontiers in endocrinology	13		966455	2022-08-24	INTERNATIONAL	36093086	doi: 10.3389/fendo.2022.966455	
tracking-1005	kazkusama	草間 和哉	"Kusama,Kazuya"	Expression of NFIL3 and CEBPA regulated by IFNT induced-PGE2 in bovine endometrial stromal cells during the pre-implantation period	"Rulan Bai, Kazuya Kusama, Yuta Matsuno, Hanako Bai, Toshihiro Sakurai, Koji Kimura, Kazuhiko Imakawa"		Frontiers in endocrinology	14		1075030	2023-02-21	INTERNATIONAL	36923228	doi: 10.3389/fendo.2023.1075030	
tracking-1007	skondo	近藤 伸二	"Kondo,Shinji"	Nintedanib induces gene expression changes in the lung of induced-rheumatoid arthritis? associated interstitial lung disease mice	"Shintaro Mikami, Yoko Miura, Shinji Kondo, Kosuke SakaiID, Hiroaki Nishimura, Hiroyuki Kyoyama, Gaku Moriyama, Nobuyuki Koyama, Hideki Noguchi, Hirotsugu Ohkubo, Satoshi Kanazawa, Kazutsugu Uematsu"		PLOS ONE				2022-06-17	INTERNATIONAL			
tracking-1051	takahikokubo	久保 貴彦	"Kubo,Takahiko"	Whole-Genome Sequencing of Rice Mutant Library Members Induced by N-Methyl-N-Nitrosourea Mutagenesis of Fertilized Egg Cells	"Kubo T., Yamagata Y., Matsusaka H., Toyoda A., Sato Y. and Kumamaru T."		Rice	15		38		INTERNATIONAL	35841399		
tracking-1011	chosaigun2018	張 再軍	"ZHANG,ZAIJUN"	Deep Learning of Phase-Contrast Images of Cancer Stem Cells Using a Selected Dataset of High Accuracy Value Using Conditional Generative Adversarial Networks	"Zaijun Zhang, Hiroaki Ishihata, Ryuto Maruyama, Tomonari Kasai, Hiroyuki Kameda, and Tomoyasu Sugiyama. "	張  再軍、石畑  宏明、丸山  竜人、笠井  智成、亀田  弘之、杉山  友康	International Journal of Molecular Sciences	24	6	5323	2023-03-10	INTERNATIONAL		10.3390/ijms24065323	
tracking-1011	chosaigun2018	張 再軍	"ZHANG,ZAIJUN"	Temporal and Locational Values of Images Affecting the Deep Learning of Cancer Stem Cell Morphology	"Hanai, Yumi, Hiroaki Ishihata, Zaijun Zhang, Ryuto Maruyama, Tomonari Kasai, Hiroyuki Kameda, and Tomoyasu Sugiyama. "	花井  優未、石畑  宏明、張  再軍、丸山  竜人、笠井  智成、亀田  弘之、杉山  友康	Biomedicines	10	5	941	2022-04-19	INTERNATIONAL	35625678	10.3390/biomedicines10050941	
tracking-1013	ncuvirology	奥野 友介	"Okuno,Yusuke"	EBV genome variations enhance clinicopathological features of nasopharyngeal carcinoma in a non-endemic region	"Satoru Kondo, Yusuke Okuno, Takayuki Murata, Hirotomo Dochi, Naohiro Wakisaka, Harue Mizokami, Makiko Moriyama-Kita, Eiji Kobayashi, Makoto Kano, Takeshi Komori, Nobuyuki Hirai, Takayoshi Ueno, Yosuke Nakanishi, Kazuhira Endo, Hisashi Sugimoto, Hiroshi Kimura, Tomokazu Yoshizaki"		Cancer Science	113	7	2446-2456		INTERNATIONAL	35485636		
tracking-1014	dvn-hkz	廣田 主樹	"HIROTA,KAZUKI"	Gene Recruitments and Dismissals in the Argonaut Genome Provide Insights into Pelagic Lifestyle Adaptation and Shell-like Eggcase Reacquisition	"Yoshida MA, Hirota K, Imoto J, Okuno M, Tanaka H, Kajitani R, Toyoda A, Itoh T, Ikeo K, Sasaki T, Setiamarga DH"		Genome Biology and Evolution					INTERNATIONAL	36283693		
tracking-1019	skuraku	工樂 樹洋	"Kuraku,Shigehiro"	Squalomix: shark and ray genome analysis consortium and its data sharing platform	"Nishimura O, Rozewicki J, Yamaguchi K, Tatsumi K, Ohishi Y, Ohta T, Yagura M, Niwa T, Tanegashima C, Teramura A, Hirase S, Kawaguchi A, Tan M, D'Aniello S, Castro F, Machado A, Koyanagi M, Terakita A, Misawa R, Horie M, Kawasaki J, Asahida T, Yamaguchi A, Murakumo K, Matsumoto R, Irisarri I, Miyamoto N, Toyoda A, Tanaka S, Sakamoto T, Semba Y, Yamauchi S, Yamada K, Nishida K, Kiyatake I, Sato K, Hyodo S, Kadota M, Uno Y, Kuraku S."	西村ら	F1000Research	11		1077	2022-09-22	INTERNATIONAL	36262334	10.12688/f1000research.123591.1	
tracking-1025	yoshi-muto	武藤 吉徳	"Muto,Yoshinori"	Identification of Key Genes and Pathways Associated with Preeclampsia by a WGCNA and an Evolutionary Approach	"Kuniyo Kondoh, Hiromichi Akahori, Yoshinori Muto, Tomoyoshi Terada"		Genes					INTERNATIONAL	36421809		
tracking-1025	yoshi-muto	武藤 吉徳	"Muto,Yoshinori"	Identification of cfxA gene variants and susceptibility patterns in β-lactamase-producing Prevotella strains	"Sodai Yokoyama, Masahiro Hayashi, Takatsugu Goto, Yoshinori Muto, Kaori Tanaka"		Anaerobe					INTERNATIONAL	36580990		
tracking-1060	idenshikitazaki	北崎 一義	"kitazaki,kazuyoshi"	Nuclear DNA segments homologous to mitochondrial DNA are obstacles for detecting heteroplasmy in sugar beet (Beta vulgaris L.)	"Eigo Taniguchi, Kosuke Satoh, Megumi Ohkubo, Sachiyo Ue, Hiroaki Matsuhira, Yosuke Kuroda, Tomohiko Kubo, Kazuyoshi Kitazaki "		PLOS ONE					INTERNATIONAL			
tracking-1028	sebatayuuzou	瀬川 高弘	"segawa,takahiro"	"Evolution of snow algae, from cosmopolitans to endemics, revealed by DNA analysis of ancient ic"	"Takahiro Segawa, Takahiro Yonezawa, Ryo Matsuzaki, Hiroshi Mori, Ayumi Akiyoshi, Francisco Navarro, Koji Fujita, Vladimir B Aizen, Zhongqin Li, Shuhei Mano, Nozomu Takeuchi"		The ISME Journal				2023-01-17	INTERNATIONAL		10.1038/s41396-023-01359-3	
